,marca,marca_colavoracion,modelo
1950,SEAT,,Cupra Born
1951,SEAT,,Cupra e-Racer
1952,SEAT,, Cupra GT
1953,SEAT,, Exeo
1954,SEAT,,Cupra Formentor
1955,SEAT,, Fórmula
1956,SEAT,, Fura
1957,SEAT,, IBe
1958,SEAT,, Ibiza
1959,SEAT,, Ibiza I
1960,SEAT,, Ibiza II
1961,SEAT,, Ibiza III
1962,SEAT,, Ibiza IV
1963,SEAT,, Ibiza V
1964,SEAT,, IBL
1965,SEAT,, IBX
1966,SEAT,, IBZ
1967,SEAT,, Inca
1968,SEAT,, León
1969,SEAT,, León I
1970,SEAT,, León II
1971,SEAT,, León III
1972,SEAT,, León IV
1973,SEAT,, Málaga
1974,SEAT,, Marbella
1975,SEAT,, Mii
1976,SEAT,, Minimó
1977,SEAT,, Panda
1978,SEAT,, Proto
1979,SEAT,,Cupra UrbanRebel
1980,SEAT,, Ritmo
1981,SEAT,, Ronda
1982,SEAT,, Salsa
1983,SEAT,, Tango
1984,SEAT,, Tarraco
1985,SEAT,,Cupra Tavascan
1986,SEAT,, Toledo
1987,SEAT,, Toledo I
1988,SEAT,, Toledo II
1989,SEAT,, Toledo III
1990,SEAT,, Toledo IV
1991,SEAT,, Tribu
1992,Simca,, 5
1993,Simca,, 6
1994,Simca,, 8
1995,Simca,, 1000
1996,Simca,, 1100
1997,Simca,, Ariane
1998,Simca,, Aronde P-60
1999,Škoda,, 1201
2000,Škoda,, Citigo
2001,Škoda,, Fabia
2002,Škoda,, Favorit
2003,Škoda,, Felicia
2004,Škoda,, Kamiq
2005,Škoda,, Karoq
2006,Škoda,, Kodiaq
2007,Škoda,, Octavia
2008,Škoda,, Octavia (1959)
2009,Škoda,, Rapid
2010,Škoda,, Rapid (2012)
2011,Škoda,, Roomster
2012,Škoda,, Scala
2013,Škoda,, Enyaq
2014,Škoda,, Spaceback
2015,Škoda,, Superb
2016,Škoda,, Yeti
2017,Subaru,, 360
2018,Subaru,, Forester
2019,Subaru,, Impreza
2020,Subaru,, Impreza WRC
2021,Subaru,, Justy
2022,Subaru,, Legacy
2023,Subaru,, Leone
2024,Subaru,, Rex
2025,Subaru,, Stella
2026,Subaru,, Tribeca
2027,Subaru,, XV
2028,Suzuki,,Suzuki Aerio
2029,Suzuki,,Suzuki Alto
2030,Suzuki,,Suzuki Baleno
2031,Suzuki,,Suzuki Cappuccino
2032,Suzuki,,Suzuki Carry
2033,Suzuki,,Suzuki Ciaz
2034,Suzuki,,Suzuki Ertiga
2035,Suzuki,,Suzuki Ignis
2036,Suzuki,,Suzuki Jimny
2037,Suzuki,,Suzuki Kizashi
2038,Suzuki,,Suzuki S-Cross
2039,Suzuki,,Suzuki Splash
2040,Suzuki,Suzuki,Escudo Pikes Peak
2041,Suzuki,,Suzuki X-90
2042,Suzuki,,Suzuki Swift
2043,Suzuki,,Suzuki SX4
2044,Suzuki,,Suzuki Vitara
2045,Suzuki,Suzuki,Wagon R
2046,Suzuki,,Suzuki XL7
2047,Toyota,,Anexo:Modelos de 
2048,Toyota,, 4Runner
2049,Toyota,, 2000GT
2050,Toyota,, AA
2051,Toyota,, AE86
2052,Toyota,, Alessandro Volta
2053,Toyota,, Alphard
2054,Toyota,, Auris
2055,Toyota,, Avanza
2056,Toyota,, Avensis
2057,Toyota,, Aygo
2058,Toyota,, C-HR
2059,Toyota,, Camry
2060,Toyota,, Camry TC
2061,Toyota,, Celica
2062,Toyota,,Chevrolet Cavalier
2063,Toyota,,Citycar (PSA/)
2064,Toyota,, Coaster
2065,Toyota,, Corolla
2066,Toyota,, Corolla (E100)
2067,Toyota,, Corolla Verso
2068,Toyota,, Crown
2069,Toyota,, Dyna
2070,Toyota,, Etios
2071,Toyota,, FJ Cruiser
2072,Toyota,, Fortuner
2073,Toyota,, FT1
2074,Toyota,, Fun Cargo
2075,Toyota,, Granvia
2076,Toyota,, GT86
2077,Toyota,, Hiace
2078,Toyota,, Highlander
2079,Toyota,, Hilux
2080,Toyota,, Innova
2081,Toyota,, iQ
2082,Toyota,, Urban Cruiser
2083,Toyota,, Land Cruiser
2084,Toyota,,Lunar Cruiser
2085,Toyota,, Matrix
2086,Toyota,, Mirai
2087,Toyota,, MR2
2088,Toyota,, Paseo
2089,Toyota,, Premio
2090,Toyota,, Prius
2091,Toyota,, Prius c
2092,Toyota,, Prius V
2093,Toyota,, Prius Plug-in
2094,Toyota,, Probox
2095,Toyota,, RAV4
2096,Toyota,, Sera
2097,Toyota,, Sienna
2098,Toyota,, Sports 800
2099,Toyota,, Starlet
2100,Toyota,, Supra
2101,Toyota,, Tacoma
2102,Toyota,, ToyoAce
2103,Toyota,, bZ4X
2104,Toyota,, Noah
2105,Toyota,, RAV4 eléctrico
2106,Toyota,, T100
2107,Toyota,, Tundra
2108,Toyota,, Vitz
2109,Toyota,, Yaris
2110,Triumph,, 2000/2.5PI/2500
2111,Triumph,, Acclaim
2112,Triumph,, Dolomite
2113,Triumph,, GT6
2114,Triumph,, Herald
2115,Triumph,, Spitfire
2116,Triumph,, Toledo
2117,Triumph,, TR
2118,Triumph,, TR1 / 20TS
2119,Triumph,, TR2
2120,Triumph,, TR4
2121,Triumph,, TR4A
2122,Triumph,, TR5
2123,Triumph,, TR6
2124,Triumph,, TR7
2125,Triumph,, TR8
2126,Triumph,, Stag
2127,Triumph,, TR3
2128,Triumph,, TR7 Sprint
2129,TVR,, Cerbera Speed 12
2130,TVR,, Cerbera
2131,TVR,, Chimaera
2132,TVR,, Grantura
2133,TVR,, Griffith
2134,TVR,, No1
2135,TVR,, Sagaris
2136,TVR,, Tamora
2137,TVR,, Typhon
2138,Vauxhall,, Cavalier
2139,Vauxhall,, Chevette
2140,Vauxhall,, SRV
2141,Vauxhall,, Victor
2142,Vauxhall,, Viva
2143,Volkswagen,,Anexo:Modelos de 
2144,Volkswagen,,Porsche 914
2145,Volkswagen,,Dodge 1500
2146,Volkswagen,, 1500
2147,Volkswagen,, Amarok
2148,Volkswagen,, Apollo
2149,Volkswagen,, Arteon
2150,Volkswagen,, ARVW
2151,Volkswagen,, Bora
2152,Volkswagen,, Brasilia
2153,Volkswagen,, Caddy
2154,Volkswagen,,Anexo:Productos de la  Caminhões e Ônibus
2155,Volkswagen,, CC
2156,Volkswagen,, Passat CC
2157,Volkswagen,, Corrado
2158,Volkswagen,, Crafter
2159,Volkswagen,, Eos
2160,Volkswagen,, Fox
2161,Volkswagen,, Fox (Norte América)
2162,Volkswagen,, Gol
2163,Volkswagen,, Gol AB9
2164,Volkswagen,, Gol BX
2165,Volkswagen,, Golf
2166,Volkswagen,, Golf VII
2167,Volkswagen,, Golf I
2168,Volkswagen,, Golf II
2169,Volkswagen,, Golf III
2170,Volkswagen,, Golf IV
2171,Volkswagen,, Golf Plus
2172,Volkswagen,, Golf V
2173,Volkswagen,, Golf VI
2174,Volkswagen,, Golf VIII
2175,Volkswagen,, tipo 14A (Hebmüller Cabriolet)
2176,Volkswagen,, Hormiga
2177,Volkswagen,, Iltis
2178,Volkswagen,, Jetta
2179,Volkswagen,, Jetta I
2180,Volkswagen,, Jetta II
2181,Volkswagen,, Jetta V
2182,Volkswagen,, Jetta VI
2183,Volkswagen,, Jetta VII
2184,Volkswagen,, K70
2185,Volkswagen,, Karmann Ghia
2186,Volkswagen,, Kübelwagen
2187,Volkswagen,, Lavida
2188,Volkswagen,, Logus
2189,Volkswagen,, Lupo
2190,Volkswagen,,Memminger Roadster 2.7
2191,Volkswagen,, New Beetle
2192,Volkswagen,, Nivus/Taigo
2193,Volkswagen,, Passat
2194,Volkswagen,, Passat B1
2195,Volkswagen,, Passat B2
2196,Volkswagen,, Passat B3
2197,Volkswagen,, Passat B4
2198,Volkswagen,, Passat B5
2199,Volkswagen,, Passat B6
2200,Volkswagen,, Passat B7
2201,Volkswagen,, Passat B8
2202,Volkswagen,, Passat Lingyu
2203,Volkswagen,, Passat NMS
2204,Volkswagen,, Phaeton
2205,Volkswagen,, Phideon
2206,Volkswagen,, Pointer
2207,Volkswagen,, Polo
2208,Volkswagen,, Polo Classic
2209,Volkswagen,, Polo I
2210,Volkswagen,, Polo II
2211,Volkswagen,, Polo III
2212,Volkswagen,, Polo IV
2213,Volkswagen,, Polo V
2214,Volkswagen,, Polo VI
2215,Volkswagen,, Routan
2216,Volkswagen,, Safari
2217,Volkswagen,, Santana
2218,Volkswagen,, Schwimmwagen
2219,Volkswagen,, Scirocco
2220,Volkswagen,,SEAT Mii
2221,Volkswagen,, Sharan
2222,Volkswagen,, SP
2223,Volkswagen,, T-Cross
2224,Volkswagen,, T-Roc
2225,Volkswagen,, Taos
2226,Volkswagen,, Tiguan
2227,Volkswagen,, Tipo 1
2228,Volkswagen,, Tipo 3
2229,Volkswagen,, Touareg
2230,Volkswagen,, Touran
2231,Volkswagen,, T3
2232,Volkswagen,, Tipo 2
2233,Volkswagen,, Tipo 4
2234,Volkswagen,, up!
2235,Volkswagen,, Vento
2236,Volkswagen,, Vento (A3)
2237,Volkswagen,, Virtus
2238,Volkswagen,, Atlas
2239,Volkswagen,, e-Golf
2240,Volkswagen,, e-up!
2241,Volkswagen,, ID.3
2242,Volkswagen,, ID.4
2243,Volkswagen,, Voyage
2244,Volvo,,Anexo:Modelos de 
2245,Volvo,, 140
2246,Volvo,, 142
2247,Volvo,, 164
2248,Volvo,, 240
2249,Volvo,, Serie 300
2250,Volvo,, 400
2251,Volvo,, 440
2252,Volvo,, 480
2253,Volvo,, 760
2254,Volvo,, 780
2255,Volvo,, 850
2256,Volvo,, Serie 900
2257,Volvo,, Amazon
2258,Volvo,, C30
2259,Volvo,, C70
2260,Volvo,, ECC
2261,Volvo,, ÖV 4
2262,Volvo,, P1800
2263,Volvo,,Polestar 2
2264,Volvo,, S40
2265,Volvo,, S60
2266,Volvo,, S80
2267,Volvo,, S90
2268,Volvo,, SCC
2269,Volvo,, V70
2270,Volvo,, PV 36 Carioca
2271,Volvo,, V40
2272,Volvo,, v90
2273,Volvo,, XC40
2274,Volvo,, XC60
2275,Volvo,, XC90
2276,Volvo,, YCC
2277,Zastava,, 10
2278,Zastava,, 101
2279,Zastava,, 125pz
2280,Zastava,, 750
2281,Zastava,, 1300/1500
2282,Zastava,, EuroZeta
2283,Zastava,, Florida
2284,Zastava,, Koral
2285,Zastava,, New Rival
2286,Zastava,, ZK101
2287,la ZIL,,ZIL-111
2288,la ZIL,,ZIL-112
2289,la ZIL,,ZIL-130
2290,la ZIL,,ZIL-131
2291,la ZIL,,ZIL-135
2292,la ZIL,,ZIL-157
2293,la ZIL,,ZIL-41047
2294,la ZIL,,BTR-152
2295,la ZIL,,ZIS-5
2296,la ZIL,,ZIS-6
2297,la ZIL,,ZIS-101
2298,la ZIL,,ZIS-150
2299,Audi,,Auto Union 1000
2300,Audi,DKW,Auto Union 1000
2301,Audi,,Automóviles de carreras Auto Union
2302,Audi,,DKW F8
2303,Audi,,DKW F89
2304,Audi,DKW,F89 L
2305,Audi,,DKW F91
2306,Audi,,DKW F93/F94
2307,Audi,,Mercedes-Benz N1300
2308,Audi,,DKW F102
2309,Audi,,DKW Munga
2310,Audi,, R8C
2311,Audi,, R8R
2312,Audi,, R8 LMP
2313,Audi,, R10 TDI
2314,Audi,, R15 TDI
2315,Audi,, R18
2316,BMW,, RS 700
2317,BMW,, M Hybrid V8
2318,BMW,,Mini John Cooper Works S2000
2319,BMW,,Mini John Cooper Works WRC
2320,BMW,, V12 LM
2321,BMW,, V12 LMR
2322,BMW,, CE 04
2323,BMW,, R 32
2324,BMW,, R 37
2325,BMW,, C1
2326,BMW,,CRD102  R100
2327,BMW,, F800R
2328,BMW,, F800 S
2329,BMW,, F900R
2330,BMW,, R/5
2331,BMW,, R75
2332,BMW,, R1100 GS
2333,BMW,, R1150 GS
2334,BMW,, R1200 GS
2335,BMW,, R1200 RT
2336,BMW,, 2800 Bertone Spicup
2337,BMW,, GINA
2338,BMW,, i8
2339,BMW,, IX3
2340,Chevrolet,, 400
2341,Chevrolet,, Chevrón
2342,Chevrolet,, Chevy
2343,Chevrolet,, Chevy Malibú
2344,Chevrolet,,Motor de bloque pequeño basado en LS de General Motors
2345,Citroën,, BX 4TC
2346,Citroën,, C3 R5
2347,Citroën,, C3 WRC
2348,Citroën,, C4 WRC
2349,Citroën,, DS3 WRC
2350,Citroën,, Xsara WRC
2351,Citroën,, C-Airplay
2352,Citroën,, C-Buggy
2353,Citroën,, C-Métisse
2354,Citroën,, C-SportLounge
2355,Citroën,, ZX Rallye-raid
2356,Citroën,,DS Wild Rubis
2357,Citroën,, Eco 2000
2358,Citroën,,GT by 
2359,Citroën,, Hypnos
2360,Citroën,, Lacoste
2361,Citroën,, Revolte
2362,Citroën,, Survolt
2363,Citroën,, Zabrus
2364,Ferrari,, 250 LM
2365,Ferrari,, 330 P4
2366,Ferrari,, 330 TRI/LM
2367,Ferrari,, 340 México
2368,Ferrari,, 512
2369,Ferrari,, 637
2370,Ferrari,, 333 SP
2371,Ferrari,, F430 Challenge
2372,Ferrari,, P
2373,Ferrari,, SP
2374,Ferrari,, TR
2375,Ford,, Escort WRC
2376,Ford,, Fiesta R5
2377,Ford,, Fiesta Rally2
2378,Ford,, Fiesta Rally3
2379,Ford,, Fiesta Rally4
2380,Ford,, Fiesta RS WRC
2381,Ford,, Fiesta S2000
2382,Ford,, Fiesta WRC
2383,Ford,, Focus WRC
2384,Ford,, Puma Rally1
2385,Ford,, GT90
2386,Ford,, Gyron
2387,Ford,, TH!NK
2388,Ford,, Iosis
2389,Ford,, Iosis X
2390,Ford,, Nucleon
2391,Ford,, Shelby GR-1
2392,Ford,, SYNus
2393,Ford,, Vega
2394,General Motors,,Buick Avenir
2395,General Motors,,Buick LaCrosse
2396,General Motors,,Buick Regal
2397,General Motors,,Buick Cascada
2398,General Motors,,Buick Centieme
2399,General Motors,,Buick Century
2400,General Motors,,Buick Electra
2401,General Motors,,Buick Envision
2402,General Motors,,Buick GL6
2403,General Motors,,Buick GL8
2404,General Motors,Buick,Gran Sport
2405,General Motors,,Buick LeSabre
2406,General Motors,,Buick Lucerne
2407,General Motors,Buick,Park Avenue
2408,General Motors,,Buick Riviera
2409,General Motors,,Buick Roadmaster
2410,General Motors,,Buick Skylark
2411,General Motors,,Buick Special
2412,General Motors,,Buick Terraza
2413,General Motors,,Buick Verano
2414,General Motors,,Buick Y-Job
2415,General Motors,,Cadillac ATS
2416,General Motors,,Cadillac BLS
2417,General Motors,,Cadillac Calais
2418,General Motors,Cadillac,Catera (automóvil)
2419,General Motors,,Cadillac Celestiq
2420,General Motors,,Cadillac Cimarron
2421,General Motors,,Cadillac Allanté
2422,General Motors,,Cadillac Brougham
2423,General Motors,,Cadillac Cien
2424,General Motors,,Cadillac CT4
2425,General Motors,,Cadillac CTS
2426,General Motors,,Cadillac DeVille
2427,General Motors,,Cadillac Eldorado
2428,General Motors,Cadillac,Modelo 30
2429,General Motors,Cadillac,Modelo D
2430,General Motors,Cadillac,Runabout y Tonneau
2431,General Motors,,Cadillac STS
2432,General Motors,Cadillac,Type V-63
2433,General Motors,,Cadillac XT6
2434,General Motors,,Cadillac CT6
2435,General Motors,,Cadillac DTS
2436,General Motors,,Cadillac ELR
2437,General Motors,,Cadillac Escalade
2438,General Motors,,Cadillac Evoq
2439,General Motors,,Cadillac Fleetwood
2440,General Motors,,Limusina presidencial (Estados Unidos)
2441,General Motors,Cadillac,Northstar LMP
2442,General Motors,,Opel Omega
2443,General Motors,,Cadillac Seville
2444,General Motors,,Cadillac Sixteen
2445,General Motors,Cadillac,Sixty Special
2446,General Motors,,Cadillac SRX
2447,General Motors,Cadillac,Type 51
2448,General Motors,,Cadillac V-Series
2449,General Motors,,Cadillac V-16
2450,General Motors,,Cadillac V-Series.R
2451,General Motors,,Cadillac XT4
2452,General Motors,,Cadillac XLR
2453,General Motors,,Cadillac XT5
2454,General Motors,,7 de Oro (automóvil)
2455,General Motors,,Chevrolet 490
2456,General Motors,,Chevrolet 1957
2457,General Motors,,Chevrolet Agile
2458,General Motors,,Chevrolet Astra
2459,General Motors,,Chevrolet Astro
2460,General Motors,,Chevrolet Avalanche
2461,General Motors,,Chevrolet Aveo
2462,General Motors,,Baojun 510
2463,General Motors,Chevrolet,Bel Air
2464,General Motors,,Chevrolet Beretta
2465,General Motors,,Chevrolet Blazer
2466,General Motors,,Chevrolet Bolt
2467,General Motors,,Chevrolet C-10
2468,General Motors,,Chevrolet Camaro
2469,General Motors,,Chevrolet Celebrity
2470,General Motors,,Chevrolet Celta
2471,General Motors,,Chevrolet Chevette
2472,General Motors,,Chevrolet Caprice
2473,General Motors,,Chevrolet Cavalier
2474,General Motors,,Chevrolet Chevelle
2475,General Motors,Chevrolet,Chevy (México)
2476,General Motors,Chevrolet,Chevy II / Nova
2477,General Motors,Chevrolet,Cobalt (Brasil)
2478,General Motors,Chevrolet,Cobalt (Estados Unidos)
2479,General Motors,Chevrolet,Cobalt SS
2480,General Motors,Chevrolet,Code 130R
2481,General Motors,,Chevrolet Combo
2482,General Motors,,Chevrolet Corsa
2483,General Motors,Chevrolet,Corvette (C4)
2484,General Motors,Chevrolet,Corvette C7
2485,General Motors,Chevrolet,El Camino
2486,General Motors,,Chevrolet G506
2487,General Motors,Chevrolet,Tracker (2019)
2488,General Motors,,Chevrolet Classic
2489,General Motors,,Chevrolet Colorado
2490,General Motors,,Chevrolet Corvair
2491,General Motors,,Chevrolet Corvette
2492,General Motors,,Chevrolet Cruze
2493,General Motors,,Chevrolet Equinox
2494,General Motors,,Chevrolet Fleetline
2495,General Motors,,Chevrolet Impala
2496,General Motors,Isuzu,Serie N
2497,General Motors,,Chevrolet Kadett
2498,General Motors,,Chevrolet Lumina
2499,General Motors,Chevrolet,Lumina APV
2500,General Motors,,Chevrolet LUV
2501,General Motors,,Isuzu D-Max
2502,General Motors,,Isuzu i-Series
2503,General Motors,,Chevrolet Malibu
2504,General Motors,,Chevrolet Master
2505,General Motors,,Minivan U ()
2506,General Motors,Chevrolet,Monte Carlo
2507,General Motors,,Chevrolet Monza
2508,General Motors,,Chevrolet N300
2509,General Motors,,Chevrolet Niva/VAZ-2123
2510,General Motors,Chevrolet,Nuevo Aveo / Sonic
2511,General Motors,,Chevrolet Omega
2512,General Motors,,Chevrolet Onix
2513,General Motors,,Chevrolet Opala
2514,General Motors,,Chevrolet Optra
2515,General Motors,,Chevrolet Orlando
2516,General Motors,,Chevrolet Prisma
2517,General Motors,,Isuzu Rodeo
2518,General Motors,,Chevrolet S-10
2519,General Motors,,Chevrolet Sail
2520,General Motors,,Isuzu Forward
2521,General Motors,,Chevrolet Silverado
2522,General Motors,,Chevrolet Spark
2523,General Motors,,Chevrolet Spin
2524,General Motors,,Suzuki Swift
2525,General Motors,,Chevrolet SS
2526,General Motors,,Chevrolet SSR
2527,General Motors,,Chevrolet Suburban
2528,General Motors,,Chevrolet Tahoe
2529,General Motors,,Chevrolet Tracker
2530,General Motors,,Chevrolet TrailBlazer
2531,General Motors,,Chevrolet Trax
2532,General Motors,Chevrolet,WTCC Ultra
2533,General Motors,,Chevrolet Van
2534,General Motors,,Chevrolet Vectra
2535,General Motors,,Chevrolet Vega
2536,General Motors,,Chevrolet Venture
2537,General Motors,,Chevrolet Volt
2538,General Motors,,Daewoo Gentra
2539,General Motors,,GM Korea
2540,General Motors,,Daewoo Lanos
2541,General Motors,,Daewoo Maepsy
2542,General Motors,,Daewoo Magnus
2543,General Motors,,Daewoo Nubira
2544,General Motors,,Daewoo Racer/Cielo
2545,General Motors,,Daewoo Royale
2546,General Motors,,Daewoo Tacuma
2547,General Motors,,Daewoo Tico
2548,General Motors,,Daewoo Tosca
2549,General Motors,,Holden Astra
2550,General Motors,,Holden Barina
2551,General Motors,,Holden Commodore
2552,General Motors,,Holden Efijy
2553,General Motors,,Isuzu Bellett
2554,General Motors,,Isuzu Faster
2555,General Motors,,Isuzu Gemini
2556,General Motors,,Isuzu Hombre
2557,General Motors,,Isuzu I-Mark
2558,General Motors,Oldsmobile,Series 70
2559,General Motors,,Oldsmobile 88
2560,General Motors,,Oldsmobile 98
2561,General Motors,,Oldsmobile 442
2562,General Motors,,Oldsmobile Achieva
2563,General Motors,,Oldsmobile Alero
2564,General Motors,,Oldsmobile Aurora
2565,General Motors,,Oldsmobile Bravada
2566,General Motors,,Oldsmobile Cutlass
2567,General Motors,Oldsmobile,Cutlass Calais
2568,General Motors,Oldsmobile,Cutlass Ciera
2569,General Motors,Oldsmobile,Cutlass Supreme
2570,General Motors,,Oldsmobile F-85
2571,General Motors,,Oldsmobile Intrigue
2572,General Motors,,Oldsmobile Silhouette
2573,General Motors,,Oldsmobile Six
2574,General Motors,,Oldsmobile Toronado
2575,General Motors,Oldsmobile,Vista Cruiser
2576,General Motors,,Pontiac Aztek
2577,General Motors,,Pontiac Catalina
2578,General Motors,,Pontiac Fiero
2579,General Motors,,Pontiac Firebird
2580,General Motors,,Pontiac G6
2581,General Motors,Pontiac,Grand Am
2582,General Motors,Pontiac,Grand Prix
2583,General Motors,,Pontiac GTO
2584,General Motors,,Pontiac LeMans
2585,General Motors,,Pontiac Phantom
2586,General Motors,,Pontiac Phoenix
2587,General Motors,,Pontiac Solstice
2588,General Motors,,Pontiac Streamliner
2589,General Motors,,Pontiac Sunbird
2590,General Motors,,Pontiac Sunfire
2591,General Motors,,Pontiac Tempest
2592,General Motors,,Pontiac Torrent
2593,General Motors,,Pontiac Ventura
2594,General Motors,,Toyota Matrix
2595,General Motors,,Saturn Corporation
2596,General Motors,,Saturn Aura
2597,General Motors,,Saturn ION
2598,General Motors,,Saturn S-Series
2599,General Motors,,Saturn Sky
2600,General Motors,,Vauxhall Cavalier
2601,General Motors,,Vauxhall Chevette
2602,General Motors,,Vauxhall SRV
2603,General Motors,,Vauxhall Victor
2604,General Motors,,Vauxhall Viva
2605,Honda,, Civic VIII
2606,Honda,, Civic (quinta generación)
2607,Honda,, Civic (segunda generación)
2608,Honda,, Civic (sexta generación)
2609,Honda,, Civic (tercera generación)
2610,Honda,, Civic Si
2611,Honda,, CR-X del Sol
2612,Honda,, Dualnote
2613,Honda,, S360
2614,Honda,, HSC
2615,Honda,, J-VX
2616,Honda,, New Small Concept
2617,Honda,, Small Hybrid Sports Concept
2618,Honda,, U3-X
2619,Honda,, WOW
2620,KTM,, 65 SX
2621,KTM,, 950 Adventure
2622,KTM,, 990 Adventure
2623,KTM,, 1090 Adventure
2624,KTM,, 1190 Adventure
2625,KTM,, 1290 Super Adventure
2626,KTM,, Moto2
2627,KTM,, RC8 1190
2628,KTM,, RC16
